price,cost,sales,ProfitMargin,inventory,DiscountPercentage,DeliveryDays,category,material,color,location,season,StoreType,brand,revenue
301.8,152.2,36,49.6,78,25,3,Sofa,Wood,Blue,Urban,Spring,Retail,BrandB,10031.1
54.4,45.2,40,16.9,16,17.2,1,Sofa,Fabric,Brown,Urban,Summer,Retail,BrandA,-470.2
196.9,161.5,46,18,107,17.5,5,Sofa,Fabric,Blue,Urban,Summer,Online,BrandA,14742.5
283,153.3,44,45.8,194,6.3,8,Bed,Fabric,White,Rural,Winter,Online,BrandB,10790.7
89.5,65.4,22,26.9,73,2.2,9,Chair,Fabric,Red,Rural,Summer,Retail,BrandD,-2682.5
207.8,142.5,30,31.4,174,13.9,7,Desk,Plastic,Blue,Suburban,Winter,Online,BrandD,8437
64.9,35.6,43,45.3,183,18.5,1,Desk,Wood,Brown,Suburban,Fall,Retail,BrandB,-12220.3
85.4,76.2,30,10.8,22,2.9,1,Chair,Fabric,Brown,Suburban,Spring,Retail,BrandD,5156.9
228.6,133.9,8,41.4,17,28.5,1,Chair,Metal,Black,Rural,Summer,Online,BrandB,7757
109.7,57.8,34,47.3,128,29.4,2,Sofa,Glass,Brown,Rural,Winter,Retail,BrandC,-8900.1
305.4,225.4,47,26.2,34,16.4,1,Desk,Metal,Red,Rural,Fall,Online,BrandC,9984.7
360.3,286.6,9,20.5,63,28.5,4,Chair,Metal,Brown,Suburban,Fall,Online,BrandC,-5912.7
410.3,210.5,20,48.7,185,5.4,9,Desk,Plastic,White,Urban,Fall,Online,BrandD,7829.2
140.1,106.9,40,23.7,58,0.8,4,Chair,Wood,Green,Urban,Winter,Retail,BrandC,16777.6
125.4,89.4,25,28.7,0,1.2,4,Table,Plastic,White,Urban,Winter,Online,BrandA,4243.5
97.1,52.5,19,45.9,130,17.6,7,Sofa,Wood,White,Urban,Spring,Online,BrandA,426.1
336.4,191.4,5,43.1,66,1.9,9,Chair,Fabric,Red,Urban,Summer,Retail,BrandC,-12471
367.9,267.5,11,27.3,36,28.8,7,Bed,Plastic,Red,Rural,Fall,Online,BrandA,-2647.3
64.2,39.7,15,38.2,28,4.3,1,Chair,Glass,Black,Suburban,Spring,Online,BrandC,257.1
471.3,412.5,8,12.5,88,9.1,1,Table,Wood,Brown,Urban,Winter,Online,BrandC,3891.5
73.4,60.7,19,17.3,160,24.7,4,Bed,Plastic,Black,Urban,Spring,Retail,BrandB,2765.9
293.6,262.3,23,10.7,99,6.6,4,Bed,Glass,Red,Urban,Fall,Retail,BrandC,10149.8
369.1,222.9,27,39.6,188,7.3,1,Chair,Metal,Brown,Rural,Fall,Online,BrandA,4710.4
441.9,392.4,40,11.2,121,19.3,6,Table,Fabric,Red,Urban,Spring,Online,BrandD,14471.6
371.3,249.7,32,32.8,89,8.3,2,Bed,Fabric,Red,Suburban,Fall,Online,BrandC,8417.1
410.8,262.5,26,36.1,131,6.5,5,Sofa,Metal,Green,Rural,Winter,Retail,BrandB,5291.8
202.8,105.5,27,48,13,7.6,8,Sofa,Plastic,White,Rural,Fall,Online,BrandA,697.6
416.7,217.1,19,47.9,160,14.7,3,Desk,Metal,Black,Rural,Summer,Online,BrandB,9455.8
86.1,66.9,42,22.3,149,29,9,Desk,Glass,Black,Urban,Summer,Online,BrandC,-10254.5
452.7,309.3,29,31.7,175,25,7,Table,Wood,Blue,Urban,Fall,Retail,BrandC,574.5
296.4,175.1,39,40.9,130,8.5,9,Bed,Plastic,Green,Urban,Spring,Retail,BrandC,26409.2
417.8,311.5,41,25.4,84,10.9,1,Sofa,Wood,Red,Urban,Fall,Retail,BrandC,11939.3
253.5,152.4,33,39.9,150,13.9,5,Sofa,Metal,Red,Suburban,Summer,Retail,BrandA,14545.3
339.6,248.3,19,26.9,195,29.4,3,Table,Fabric,Green,Rural,Winter,Retail,BrandD,4234.3
286.9,184.7,37,35.6,20,5.2,4,Bed,Wood,Brown,Urban,Summer,Online,BrandC,7257.8
379.2,314.5,19,17.1,170,10.7,4,Table,Wood,Black,Suburban,Fall,Online,BrandB,9718.4
86.7,71.8,33,17.2,25,21.9,7,Chair,Fabric,Red,Rural,Fall,Online,BrandA,2638.8
77.2,53.3,47,30.9,40,28.9,8,Sofa,Wood,Blue,Rural,Spring,Online,BrandA,1682.4
161.2,103.2,16,36,121,4.7,5,Table,Wood,Black,Rural,Fall,Retail,BrandA,2238.7
121.8,78.6,23,35.5,37,6.8,7,Table,Fabric,White,Urban,Fall,Retail,BrandB,4580.4
442.3,363.7,7,17.8,87,6.8,3,Chair,Fabric,Green,Rural,Winter,Online,BrandD,-554.6
148.7,93.8,26,36.9,10,0.6,3,Desk,Metal,Black,Urban,Winter,Retail,BrandB,1431.2
489.1,285.5,32,41.6,28,18.1,3,Sofa,Metal,White,Suburban,Winter,Online,BrandB,7928
201.6,107.6,12,46.6,59,20.1,4,Table,Wood,Blue,Rural,Spring,Retail,BrandB,-4104.8
132,90.6,8,31.3,194,18.1,6,Sofa,Plastic,Brown,Suburban,Spring,Online,BrandC,10115.2
405.4,280.9,5,30.7,192,2.1,5,Desk,Metal,Green,Urban,Summer,Online,BrandC,-2547.8
346.4,289.7,42,16.4,60,2.1,8,Table,Metal,Brown,Urban,Spring,Online,BrandB,19240.4
274.2,161.4,28,41.2,146,6.3,5,Chair,Plastic,Red,Urban,Winter,Retail,BrandB,5413.6
299.9,195.7,5,34.8,173,8.7,5,Sofa,Plastic,Brown,Rural,Spring,Online,BrandC,4071.4
373.6,307.6,49,17.7,176,23.6,2,Chair,Fabric,Red,Rural,Fall,Online,BrandC,13978.7
152.8,126.7,26,17.1,21,4.8,5,Desk,Metal,White,Suburban,Spring,Retail,BrandD,-5173.5
498.4,325.8,5,34.6,77,1.3,7,Desk,Glass,Black,Urban,Fall,Online,BrandB,2603.5
488.7,334.1,22,31.6,112,11.8,2,Sofa,Glass,Blue,Suburban,Summer,Retail,BrandA,12508.4
342.7,212.9,15,37.9,184,12.5,6,Desk,Wood,White,Urban,Fall,Retail,BrandD,-277.3
139.8,122,13,12.7,122,13.5,7,Bed,Metal,Blue,Urban,Winter,Retail,BrandA,13180.1
356.1,195,28,45.3,141,24.8,5,Sofa,Glass,Brown,Suburban,Summer,Online,BrandD,11558.3
82.5,72.1,33,12.7,43,2.9,9,Bed,Metal,Blue,Urban,Summer,Retail,BrandB,6747
63.8,49.4,43,22.7,143,21.1,4,Desk,Metal,Brown,Suburban,Summer,Retail,BrandA,6799.7
166,118.3,23,28.7,96,10.1,1,Sofa,Glass,Blue,Rural,Winter,Retail,BrandC,-8240.2
258.2,132.5,33,48.7,76,9.3,8,Bed,Metal,Green,Suburban,Fall,Online,BrandD,11252
440.7,304.2,43,31,139,28,8,Desk,Plastic,White,Suburban,Summer,Retail,BrandA,25029.7
377.2,250.1,18,33.7,54,7.5,7,Table,Wood,Green,Urban,Winter,Online,BrandD,10081
384.2,216.9,30,43.6,50,19.3,8,Table,Fabric,Black,Suburban,Summer,Retail,BrandB,7990.7
241.5,184.1,26,23.7,101,8.3,2,Chair,Glass,Black,Rural,Summer,Retail,BrandA,183.5
205.7,182.7,16,11.2,166,15.2,3,Table,Fabric,Red,Rural,Winter,Online,BrandA,-3269.2
217,157.3,13,27.5,160,23.6,9,Bed,Wood,Red,Rural,Spring,Online,BrandA,-4504.4
494.4,388.6,39,21.4,160,26.5,1,Table,Plastic,Red,Rural,Summer,Online,BrandD,12180.4
68.1,35.9,33,47.3,28,25.2,8,Sofa,Plastic,Black,Suburban,Spring,Retail,BrandC,-3660.1
440.2,293.6,26,33.3,68,17.5,8,Sofa,Plastic,Blue,Rural,Summer,Retail,BrandC,8685.6
310.4,169.7,48,45.4,197,7.5,7,Sofa,Plastic,Brown,Suburban,Spring,Online,BrandC,14806.9
247.4,184.3,1,25.5,158,19.8,5,Table,Glass,Blue,Suburban,Fall,Online,BrandB,-8400.9
376.4,329.5,49,12.5,79,21.3,4,Table,Glass,White,Urban,Spring,Online,BrandA,10688.9
269,205.7,38,23.5,30,0.3,6,Chair,Metal,Black,Suburban,Spring,Online,BrandC,7294
443,235.1,2,46.9,111,13.2,1,Desk,Metal,Brown,Suburban,Spring,Online,BrandC,-2267
455.3,292.3,49,35.8,45,25.3,5,Chair,Wood,Brown,Urban,Spring,Retail,BrandA,16756
239.8,172.7,6,28,96,14.7,4,Bed,Metal,Brown,Rural,Fall,Retail,BrandB,1851.3
174.6,115.4,46,33.9,51,9.3,4,Sofa,Wood,Red,Rural,Winter,Online,BrandD,5158.7
316.6,263.8,38,16.7,137,26.2,7,Table,Wood,Brown,Suburban,Spring,Online,BrandD,5520.8
460.6,380.4,42,17.4,73,4.7,9,Desk,Wood,Brown,Urban,Winter,Retail,BrandD,18336
144.8,107.8,24,25.5,40,6.2,8,Desk,Plastic,Black,Suburban,Summer,Online,BrandA,10471.4
330.3,214.5,18,35.1,76,20.6,8,Table,Fabric,Blue,Suburban,Winter,Online,BrandB,-2557.4
334.2,201.2,27,39.8,130,10.6,5,Chair,Fabric,Blue,Rural,Spring,Online,BrandA,13727.8
379.9,206,41,45.8,186,21.4,6,Desk,Glass,Green,Urban,Winter,Online,BrandD,4075.8
109.2,70.1,8,35.8,113,4.7,2,Chair,Wood,Green,Suburban,Fall,Retail,BrandC,2641.5
372.1,247.6,28,33.5,51,7.6,3,Table,Plastic,White,Rural,Fall,Online,BrandC,14878.9
459.1,353.6,10,23,161,4.7,5,Chair,Metal,Black,Suburban,Spring,Retail,BrandC,-2242.6
130.9,99.9,17,23.7,176,28.6,2,Sofa,Metal,Green,Rural,Winter,Retail,BrandD,3342.4
156.9,82.9,29,47.2,155,12.2,3,Table,Glass,Green,Urban,Summer,Retail,BrandB,-1234.7
487.1,320.6,6,34.2,86,10.1,4,Table,Glass,Black,Suburban,Fall,Retail,BrandD,8478.7
131.4,75.3,14,42.7,108,0.4,6,Desk,Wood,Blue,Urban,Spring,Online,BrandA,-6168.1
434.5,244.5,22,43.7,140,4.6,5,Desk,Wood,White,Rural,Fall,Retail,BrandB,4656.1
271.5,225.6,6,16.9,68,12.6,4,Desk,Metal,White,Urban,Spring,Online,BrandC,2080.2
161.3,83.3,26,48.3,119,2.1,2,Sofa,Metal,White,Urban,Winter,Online,BrandB,7663.8
441.8,295,39,33.2,66,15.3,5,Sofa,Metal,Green,Urban,Winter,Retail,BrandB,15055
250.4,142,12,43.3,60,13.7,5,Bed,Metal,Blue,Suburban,Winter,Online,BrandD,5070.2
281.7,239.9,35,14.8,187,23,7,Table,Fabric,White,Rural,Winter,Online,BrandB,4843.4
211.7,153,14,27.7,70,19.8,1,Desk,Wood,Black,Urban,Winter,Retail,BrandD,-3078.9
316.8,187.7,22,40.7,151,13.4,4,Table,Wood,White,Suburban,Spring,Retail,BrandA,13360.8
123.6,86.6,23,29.9,190,6.7,5,Chair,Metal,Red,Rural,Fall,Retail,BrandB,5144.7
226,179.1,48,20.7,188,21.8,8,Sofa,Plastic,Blue,Rural,Summer,Online,BrandB,6043.3
486.2,429.5,7,11.7,150,21.2,8,Bed,Metal,Red,Rural,Fall,Online,BrandB,-5587.9
166.2,97.7,40,41.2,29,4.6,1,Chair,Glass,Blue,Urban,Winter,Retail,BrandC,12456.6
345.5,295.3,25,14.6,187,27.4,5,Table,Plastic,Brown,Urban,Fall,Retail,BrandD,12589.5
196.3,171.5,13,12.6,145,1.9,1,Sofa,Glass,Black,Urban,Fall,Online,BrandD,1415.7
398.1,345,21,13.3,95,1.7,1,Desk,Plastic,Brown,Rural,Spring,Online,BrandC,4918.2
108.9,82.1,41,24.6,55,5.6,2,Chair,Glass,Green,Rural,Summer,Retail,BrandD,2917.2
486.4,365.8,10,24.8,52,27.3,2,Sofa,Metal,Green,Urban,Summer,Online,BrandA,2483.1
254.2,168.1,9,33.9,6,15.6,9,Table,Metal,Brown,Urban,Winter,Online,BrandC,5778.6
156.2,125.1,15,19.9,96,23.6,4,Table,Plastic,Blue,Rural,Spring,Retail,BrandD,-3899.9
83.1,59.2,2,28.8,196,6.8,3,Chair,Glass,White,Rural,Spring,Retail,BrandA,-2763.2
126.4,97.4,25,22.9,112,14.7,1,Chair,Fabric,Red,Suburban,Spring,Online,BrandD,1776.7
283.9,190.6,13,32.9,124,10.8,2,Chair,Plastic,Black,Suburban,Spring,Online,BrandC,4585.9
201.7,159.8,34,20.7,199,24.8,6,Bed,Plastic,White,Urban,Spring,Online,BrandD,9485.3
423,351,34,17,179,0.7,9,Desk,Wood,Green,Rural,Summer,Online,BrandA,15839.3
243.9,136.2,35,44.1,131,7.3,5,Sofa,Plastic,White,Rural,Summer,Retail,BrandA,16672.5
161.9,134.9,38,16.7,161,4.6,4,Table,Fabric,Brown,Suburban,Fall,Online,BrandA,913.6
327.7,234.7,3,28.4,196,25.8,5,Table,Metal,Brown,Rural,Summer,Retail,BrandD,8037.9
368.1,308.4,42,16.2,160,14,9,Desk,Glass,Red,Urban,Spring,Online,BrandC,8520.5
125.2,84.2,6,32.8,120,12.1,7,Chair,Wood,Green,Suburban,Fall,Retail,BrandD,-1316.6
125.4,81.7,48,34.8,196,13.5,8,Chair,Glass,Blue,Rural,Summer,Online,BrandB,7144.9
66.5,57.6,49,13.4,37,29.2,4,Table,Metal,Black,Rural,Fall,Online,BrandC,8197.8
381.4,229,19,40,121,25.5,8,Desk,Plastic,Brown,Urban,Summer,Retail,BrandB,3429.6
348.7,292.1,3,16.2,25,21.2,6,Table,Fabric,Black,Rural,Winter,Online,BrandD,2787
263.6,182.8,18,30.6,128,8.7,5,Chair,Wood,Green,Suburban,Summer,Retail,BrandC,2752.9
429.9,303.3,39,29.4,3,5,7,Sofa,Fabric,Blue,Suburban,Fall,Retail,BrandB,4456.6
412.6,257.2,9,37.7,38,27.6,6,Chair,Fabric,Brown,Rural,Winter,Retail,BrandD,2494.4
313.4,228.5,12,27.1,53,12.7,3,Sofa,Fabric,Red,Rural,Spring,Online,BrandC,-2924.1
440.7,277.7,5,37,160,8.4,5,Bed,Fabric,Black,Rural,Fall,Online,BrandA,8376.8
142.6,73.6,3,48.4,32,14.1,9,Desk,Metal,Green,Rural,Spring,Online,BrandA,6759.5
100.4,61.1,11,39.1,199,27.5,7,Bed,Fabric,Black,Suburban,Spring,Retail,BrandA,-3380
171.4,86.1,30,49.7,19,11.6,4,Chair,Fabric,Blue,Urban,Fall,Online,BrandB,-403.9
75.7,67.5,4,10.9,15,16.9,7,Desk,Metal,Red,Suburban,Spring,Online,BrandB,-2893.3
289,256.2,5,11.4,148,24.1,5,Chair,Glass,Blue,Rural,Fall,Retail,BrandD,3759
471.5,310.3,1,34.2,172,12.8,2,Desk,Metal,Brown,Rural,Fall,Retail,BrandA,3092.9
67.7,53.6,27,20.9,126,7,6,Desk,Plastic,White,Suburban,Summer,Retail,BrandB,18740.2
105,67,28,36.2,86,29.8,7,Chair,Metal,Blue,Suburban,Winter,Retail,BrandA,518.4
253.5,194.8,29,23.2,81,28.7,8,Chair,Glass,Blue,Rural,Spring,Online,BrandD,5698.5
470.2,386.6,18,17.8,61,25.3,6,Desk,Plastic,Black,Suburban,Spring,Retail,BrandC,15981.2
192.3,169,12,12.1,30,20.7,8,Desk,Plastic,Blue,Rural,Winter,Retail,BrandB,3262.5
278.3,183.7,13,34,41,8.9,7,Chair,Wood,Green,Suburban,Winter,Online,BrandB,-2143
68.7,55.9,41,18.7,11,27.4,2,Chair,Fabric,Brown,Rural,Winter,Online,BrandC,3754.9
116.8,70.8,2,39.4,64,8.3,6,Table,Plastic,Black,Suburban,Winter,Retail,BrandB,3738.3
494,442.7,37,10.4,72,24,9,Table,Plastic,Black,Rural,Winter,Online,BrandD,12177.9
484.3,247.1,45,49,130,27.6,6,Table,Glass,White,Urban,Summer,Online,BrandB,19766.4
52.2,38.7,16,25.9,114,18.1,4,Bed,Plastic,Brown,Urban,Fall,Retail,BrandB,4215.9
478.3,365.3,48,23.6,136,24.1,7,Desk,Glass,Green,Suburban,Winter,Online,BrandC,15135.7
337.6,261.7,24,22.5,105,23.8,3,Sofa,Fabric,Brown,Urban,Summer,Retail,BrandD,13936.6
440.6,241.5,35,45.2,178,5.8,5,Bed,Wood,Blue,Rural,Winter,Online,BrandA,10608.3
254.6,222.9,22,12.5,15,20,1,Desk,Wood,White,Suburban,Winter,Online,BrandA,6666
282,161.5,36,42.8,77,2.8,3,Sofa,Fabric,Green,Suburban,Spring,Online,BrandC,6857.4
270,202.2,11,25.1,124,15.2,8,Table,Fabric,White,Rural,Spring,Online,BrandD,-5947.2
350.1,206.2,46,41.1,130,4.9,9,Sofa,Metal,Brown,Rural,Spring,Retail,BrandC,17112.2
112.8,70.3,29,37.7,151,12.5,9,Chair,Plastic,Red,Rural,Spring,Retail,BrandC,12510.3
63.5,45.6,35,28.1,140,25,2,Chair,Plastic,Brown,Suburban,Fall,Online,BrandA,1397.6
188.6,125.8,48,33.3,129,29.6,4,Desk,Plastic,Blue,Rural,Fall,Online,BrandD,-1096.4
367.1,207.1,15,43.6,198,9.5,5,Bed,Glass,White,Urban,Spring,Online,BrandD,6091.6
140.8,80.1,31,43.2,111,16,3,Table,Metal,Red,Suburban,Spring,Retail,BrandC,-424.3
353,235.6,42,33.3,126,15.3,1,Desk,Plastic,Blue,Rural,Winter,Online,BrandA,17822.4
486.5,390.6,41,19.7,20,28.6,6,Table,Glass,White,Suburban,Winter,Retail,BrandD,13091.1
92.3,79.3,43,14.1,146,14.4,2,Chair,Glass,White,Urban,Spring,Online,BrandC,-5465.4
352.7,188.2,16,46.6,88,21,9,Bed,Wood,Brown,Urban,Spring,Retail,BrandB,7001.9
249.7,164.1,10,34.3,46,27.7,1,Bed,Glass,White,Rural,Spring,Retail,BrandA,2850.8
440.7,238,49,46,149,11.2,9,Chair,Fabric,White,Suburban,Winter,Online,BrandD,17674.5
129.7,65.7,32,49.3,160,27.1,7,Sofa,Glass,Black,Rural,Spring,Retail,BrandD,-2166.5
361.7,276.6,2,23.5,159,27.5,2,Bed,Fabric,White,Suburban,Spring,Online,BrandD,9470
427.2,316.5,24,25.9,191,27.9,6,Sofa,Fabric,Brown,Rural,Fall,Retail,BrandA,5129.9
475.1,268.5,23,43.5,84,8.1,8,Table,Wood,Black,Rural,Fall,Retail,BrandC,14525.7
357.5,212.2,2,40.7,166,12,2,Bed,Wood,Black,Suburban,Winter,Online,BrandB,-1687.3
273.7,139.5,38,49.1,127,26.1,5,Chair,Glass,Red,Suburban,Fall,Retail,BrandD,11089.7
328,273.6,31,16.6,71,10.8,6,Sofa,Wood,Blue,Urban,Winter,Online,BrandA,9340.5
441,392.4,40,11,41,18,3,Table,Wood,Black,Urban,Summer,Retail,BrandD,14603.8
306.8,170,26,44.6,8,3.5,2,Table,Plastic,Green,Suburban,Spring,Online,BrandC,3561.3
63.7,37.7,29,40.7,24,1.7,6,Bed,Glass,Black,Urban,Winter,Retail,BrandB,4456.1
468.9,397.4,3,15.3,1,12.4,3,Bed,Glass,Green,Urban,Fall,Retail,BrandD,8258.5
360.3,313.7,14,12.9,18,17.4,2,Desk,Glass,Red,Suburban,Summer,Online,BrandA,-1003.9
354.4,236.7,25,33.2,19,11.8,1,Desk,Wood,Green,Suburban,Fall,Retail,BrandC,3655.5
147.1,76.5,48,48,69,17.3,8,Bed,Wood,Red,Suburban,Winter,Online,BrandB,20558.1
346.5,178.7,1,48.4,16,15.5,1,Desk,Fabric,Red,Rural,Summer,Online,BrandA,-4715.1
227.2,165.8,3,27,123,20.6,5,Chair,Metal,Red,Suburban,Fall,Retail,BrandD,-2231.4
343.1,225.4,26,34.3,88,19.5,6,Chair,Metal,Green,Suburban,Summer,Online,BrandA,14099.9
98,50.1,18,48.9,195,12.7,3,Desk,Metal,Green,Suburban,Spring,Online,BrandB,8608.1
346,253.7,9,26.7,93,12.8,7,Bed,Plastic,Red,Urban,Spring,Online,BrandC,-9423.2
499.7,252.1,38,49.6,83,4.2,2,Chair,Wood,Red,Suburban,Summer,Online,BrandC,22015.1
71.7,58.4,23,18.5,130,15.4,7,Table,Fabric,Blue,Urban,Fall,Online,BrandD,420.1
489.7,304.9,21,37.7,86,17.6,2,Bed,Fabric,Red,Rural,Fall,Online,BrandD,7725.9
233.1,120.3,1,48.4,50,14.3,5,Sofa,Metal,White,Suburban,Fall,Retail,BrandD,6025.4
441.8,324.9,21,26.5,81,9.8,7,Sofa,Plastic,Blue,Suburban,Spring,Online,BrandD,6631.1
402.1,265,27,34.1,153,21.7,3,Bed,Plastic,Blue,Urban,Winter,Online,BrandB,5946
305.2,271.4,42,11.1,183,2.2,4,Desk,Metal,Blue,Rural,Winter,Retail,BrandD,10921.9
382.3,274.4,6,28.2,191,27.4,1,Chair,Metal,White,Suburban,Summer,Online,BrandA,-81
445.3,271.7,44,39,7,0.6,3,Chair,Wood,Blue,Rural,Fall,Online,BrandB,21210
231.9,181.7,36,21.6,164,28.9,9,Bed,Plastic,Blue,Rural,Summer,Online,BrandB,12553.9
197.2,120,28,39.1,120,13.9,5,Table,Fabric,Green,Suburban,Winter,Retail,BrandD,6892.6
350.4,302,45,13.8,154,12.4,8,Desk,Metal,Brown,Rural,Winter,Retail,BrandB,13752.3
413.5,268.8,17,35,172,7.7,2,Table,Wood,Green,Rural,Fall,Online,BrandA,9221.1
393,283,40,28,3,0.3,3,Bed,Fabric,Red,Suburban,Summer,Online,BrandB,19574.6
409,212.8,3,48,85,8.2,7,Bed,Plastic,Red,Urban,Fall,Retail,BrandB,4016
246,164.9,12,33,127,3.3,4,Table,Metal,Black,Suburban,Winter,Online,BrandA,-481.3
418,348.2,39,16.7,109,19.8,9,Sofa,Metal,Brown,Rural,Winter,Retail,BrandA,15198.9
104.1,85.6,12,17.8,98,9.6,7,Bed,Wood,White,Suburban,Fall,Online,BrandB,-9468.2
295,174,2,41,36,23,1,Desk,Wood,Green,Urban,Summer,Online,BrandC,8123.9
52.6,31.1,46,41,70,6.2,4,Table,Plastic,Red,Rural,Spring,Retail,BrandB,9924.4
196.1,162.1,22,17.3,32,27,6,Sofa,Metal,White,Rural,Fall,Online,BrandA,7595.5
214.9,187.4,23,12.8,30,15.7,6,Table,Wood,Blue,Urban,Winter,Retail,BrandA,10397
228.3,122.9,30,46.2,182,3.4,6,Sofa,Metal,White,Urban,Spring,Retail,BrandA,6242.3
363,246.8,5,32,124,12,5,Sofa,Plastic,Green,Rural,Fall,Online,BrandC,-2155.9
224.9,142.8,9,36.5,11,6.2,3,Desk,Metal,Brown,Urban,Spring,Online,BrandA,-4371.4
251.9,213.7,21,15.2,10,6,2,Bed,Fabric,Black,Suburban,Fall,Retail,BrandD,10013.9
156.9,83.7,11,46.7,87,15.2,3,Sofa,Metal,Green,Urban,Winter,Retail,BrandD,-2289.4
218,127.4,5,41.6,71,20.2,9,Bed,Glass,Brown,Suburban,Fall,Online,BrandC,-998.7
152.3,122,35,19.9,31,27.4,3,Desk,Glass,Red,Rural,Spring,Online,BrandA,4992.7
82.9,43.2,27,48,56,15.1,3,Bed,Plastic,Red,Rural,Summer,Online,BrandA,1714.6
321.6,224.1,49,30.3,165,29,1,Chair,Plastic,White,Rural,Winter,Online,BrandD,12514.6
350.7,237.4,2,32.3,187,28.3,2,Sofa,Plastic,Green,Rural,Winter,Retail,BrandD,-8537.3
328.8,208.4,24,36.6,85,26,3,Desk,Fabric,Red,Rural,Spring,Retail,BrandB,4675.3
258.6,170.1,31,34.2,18,15,2,Table,Fabric,Blue,Urban,Fall,Online,BrandC,10934.3
220.9,157.3,33,28.8,115,4.2,8,Desk,Metal,Blue,Urban,Fall,Retail,BrandB,4822.6
438.5,247.6,39,43.6,183,6.5,6,Sofa,Wood,Black,Rural,Fall,Online,BrandC,11672.7
283.6,206.7,30,27.1,13,19.4,7,Desk,Glass,White,Urban,Winter,Retail,BrandA,11628.5
265.6,218.4,46,17.8,32,12.7,1,Table,Glass,Red,Urban,Winter,Retail,BrandA,8551.8
61.5,49.5,37,19.6,9,4.4,6,Chair,Glass,Black,Rural,Spring,Online,BrandC,3099.1
203.6,114.3,28,43.8,79,14.4,2,Sofa,Metal,Blue,Urban,Fall,Online,BrandB,3828.5
221.1,123.7,31,44,191,0.5,6,Sofa,Metal,Black,Rural,Fall,Online,BrandD,6815.7
229.5,139.4,11,39.3,63,22,3,Desk,Plastic,Black,Rural,Spring,Online,BrandC,9616.5
311.1,200.5,23,35.6,189,2.2,7,Bed,Wood,Red,Rural,Winter,Retail,BrandC,9856.5
290.1,192.5,2,33.7,67,18.9,3,Bed,Plastic,Red,Rural,Winter,Retail,BrandC,-5638.2
323.6,249.8,40,22.8,91,23.8,9,Table,Metal,Red,Urban,Summer,Online,BrandA,8002.9
394.2,206,41,47.7,124,4,3,Chair,Fabric,White,Urban,Summer,Retail,BrandC,13455.9
415.8,213.7,27,48.6,170,15.6,7,Chair,Plastic,Black,Suburban,Fall,Retail,BrandA,10562.7
373.2,245.1,35,34.3,79,23.4,4,Desk,Metal,Black,Suburban,Winter,Online,BrandD,14551.9
480,373.8,2,22.1,58,7.8,8,Desk,Metal,White,Rural,Fall,Online,BrandD,1044.1
58.2,33.6,39,42.3,179,4.9,2,Bed,Fabric,Blue,Suburban,Winter,Online,BrandB,2171.4
138.1,104.5,37,24.3,96,10.1,8,Chair,Fabric,Green,Urban,Summer,Retail,BrandA,-6564.4
53.4,32.3,21,39.6,18,16.6,9,Chair,Fabric,Blue,Urban,Spring,Online,BrandD,7555.1
341.4,291.7,5,14.6,148,17.3,8,Chair,Wood,White,Suburban,Winter,Online,BrandD,572.9
454.1,389.8,45,14.2,21,3.9,6,Table,Metal,Black,Suburban,Summer,Retail,BrandB,20926
159.6,98.8,21,38.1,8,13.7,1,Table,Fabric,Black,Urban,Summer,Retail,BrandB,4172.3
467.2,276.6,29,40.8,8,8.1,7,Desk,Wood,Red,Suburban,Winter,Retail,BrandB,8611.3
77.1,51.3,20,33.6,26,25.3,1,Bed,Glass,Red,Urban,Fall,Retail,BrandA,-66.8
470.5,280.5,38,40.4,16,9.4,7,Sofa,Glass,Black,Urban,Winter,Online,BrandC,12311.5
208.2,160.1,20,23.1,171,25.2,2,Bed,Glass,Black,Suburban,Summer,Retail,BrandA,10033.4
95.6,79.4,25,17,44,12.9,8,Table,Metal,Brown,Suburban,Winter,Online,BrandB,-9035.7
268.6,206.7,2,23.1,7,21.8,2,Table,Wood,Red,Rural,Spring,Online,BrandC,-4346.5
165.6,137.4,32,17,145,15.3,3,Desk,Wood,Red,Rural,Fall,Retail,BrandD,2876.6
178.2,117.4,26,34.1,124,18.7,3,Sofa,Glass,Blue,Rural,Winter,Online,BrandA,11256
188.3,105.9,6,43.8,122,11.9,1,Chair,Plastic,Black,Rural,Summer,Online,BrandB,4534.8
411.4,327.1,41,20.5,32,23.1,5,Sofa,Glass,Black,Rural,Summer,Retail,BrandB,4788.7
292.6,188.5,3,35.6,0,12.8,5,Sofa,Metal,White,Urban,Fall,Retail,BrandC,188.3
190.1,146.1,33,23.2,5,13.7,5,Sofa,Glass,Blue,Suburban,Winter,Retail,BrandA,9018.7
324.7,197.5,1,39.2,40,15.5,9,Desk,Glass,Green,Urban,Summer,Online,BrandD,11408.8
372.3,198.2,5,46.8,182,25,6,Table,Wood,Green,Rural,Fall,Online,BrandD,-301.9
172.7,154.9,13,10.3,4,19.8,6,Chair,Glass,Green,Rural,Spring,Retail,BrandC,-4121.4
236.1,132.8,19,43.8,186,10.5,3,Sofa,Fabric,Brown,Suburban,Fall,Retail,BrandC,5627.8
104.9,93.9,12,10.5,79,20.1,5,Chair,Fabric,Red,Urban,Winter,Retail,BrandD,788.7
131.5,117.2,48,10.9,17,19.3,7,Sofa,Plastic,Green,Rural,Winter,Retail,BrandC,7412.7
